path,size_kb,category,reason
Recovered_Releases\2026-06-27__OSBB_phone_access_ui_fix_v3\README_PHONE_ACCESS_FIX_v3.txt,1.8,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\MIGRATE_phone_barrier_access_sandbox.py,4.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\MIGRATE_phone_barrier_access_sandbox.py,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\phone_barrier_access_core.py,31.7,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\README_PHONE_BARRIER_ACCESS_SCHEMA_MIGRATION.txt,3.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_CHECK_phone_barrier_access_sandbox_schema.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_CHECK_phone_barrier_access_sandbox_schema.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_MIGRATE_phone_barrier_access_sandbox.bat,0.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_MIGRATE_phone_barrier_access_sandbox.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\INSTALL_phone_barrier_access_v2.py,4.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\INSTALL_phone_barrier_access_v2.py,4.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\MIGRATE_phone_barrier_access_operational_sandbox.py,4.7,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\MIGRATE_phone_barrier_access_operational_sandbox.py,4.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\README_PHONE_BARRIER_ACCESS_V2.txt,7.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\README_PHONE_BARRIER_ACCESS_V2.txt,7.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_CHECK_phone_barrier_access_operational_sandbox.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_CHECK_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_INSTALL_phone_barrier_access_v2.bat,0.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_INSTALL_phone_barrier_access_v2.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_MIGRATE_phone_barrier_access_operational_sandbox.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_MIGRATE_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\CHECK_profile_verification_terminology_v2.py,2.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\CHECK_profile_verification_terminology_v2.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\INSTALL_profile_verification_terminology_v2.py,3.8,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\README_PROFILE_VERIFICATION_TERMINOLOGY_V2.txt,5.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\RUN_CHECK_profile_verification_terminology_v2.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\RUN_INSTALL_profile_verification_terminology_v2.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\CHECK_profile_verification_terminology_v2.py,2.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\CHECK_profile_verification_terminology_v2.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\INSTALL_profile_verification_terminology_v2.py,3.8,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\README_PROFILE_VERIFICATION_TERMINOLOGY_V2.txt,5.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\RUN_CHECK_profile_verification_terminology_v2.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\RUN_INSTALL_profile_verification_terminology_v2.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\INSTALL_profile_verification_v1.py,2.7,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\INSTALL_profile_verification_v1.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\MIGRATE_profile_verification_sandbox.py,2.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\MIGRATE_profile_verification_sandbox.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\README_PROFILE_VERIFICATION_V1.txt,3.9,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\README_PROFILE_VERIFICATION_V1.txt,3.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_CHECK_profile_verification_sandbox.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_CHECK_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_INSTALL_profile_verification_v1.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_INSTALL_profile_verification_v1.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_MIGRATE_profile_verification_sandbox.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_MIGRATE_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\MIGRATE_simplified_services_sandbox.py,2.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\MIGRATE_simplified_services_sandbox.py,2.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RETIRE_legacy_new_remote_test_orders_sandbox.py,4.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RETIRE_legacy_new_remote_test_orders_sandbox.py,4.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_MIGRATE_simplified_services_sandbox.bat,0.8,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_MIGRATE_simplified_services_sandbox.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_RETIRE_legacy_new_remote_test_orders_sandbox.bat,0.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_RETIRE_legacy_new_remote_test_orders_sandbox.bat,0.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\service_orders_core.py,42.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\service_preorders_core.py,40.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\INSTALL_profile_parking_time_test_v1.py,3.8,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\INSTALL_profile_parking_time_test_v1.py,3.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\MIGRATE_profile_parking_time_test_sandbox.py,3.0,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\MIGRATE_profile_parking_time_test_sandbox.py,3.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\README_PROFILE_PARKING_TIME_TEST_V1.txt,4.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\README_PROFILE_PARKING_TIME_TEST_V1.txt,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_CHECK_profile_parking_time_test_sandbox.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_CHECK_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_INSTALL_profile_parking_time_test_v1.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_INSTALL_profile_parking_time_test_v1.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_MIGRATE_profile_parking_time_test_sandbox.bat,0.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_MIGRATE_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\profile_parking_time_test_core.py,24.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\profile_parking_time_test_core.py,24.5,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\profile_parking_time_test_core.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\Bots\handlers\profile_parking_time_test_workspace.py,12.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\Bots\handlers\profile_parking_time_test_workspace.py,12.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\Bots\handlers\profile_parking_time_test_workspace.py,12.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\Bots\handlers\service_orders_workspace.py,52.3,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_service_code_compatibility_repair_phone_v2\service_code_compatibility_payload\service_orders_core.py,43.9,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_service_code_compatibility_repair_phone_v2\service_code_compatibility_payload\service_orders_core.py,43.9,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_service_code_compatibility_repair_phone_v2\service_code_compatibility_payload\service_preorders_core.py,43.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_service_code_compatibility_repair_phone_v2\service_code_compatibility_payload\service_preorders_core.py,43.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_service_code_compatibility_repair_phone_v2\service_code_compatibility_payload\Bots\handlers\service_orders_workspace.py,73.9,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_service_code_compatibility_repair_phone_v2\service_code_compatibility_payload\Bots\handlers\service_orders_workspace.py,73.9,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\profile_verification_core.py,47.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\profile_verification_core.py,47.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\profile_verification_core.py,47.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\profile_verification_workspace.py,27.1,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\profile_verification_workspace.py,27.1,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\profile_verification_workspace.py,27.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\service_orders_workspace.py,78.7,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\service_orders_workspace.py,78.7,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\service_orders_workspace.py,78.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\profile_verification_terminology_v2_payload\profile_verification_core.py,48.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\profile_verification_terminology_v2_payload\profile_verification_core.py,48.4,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\profile_verification_terminology_v2_payload\Bots\handlers\profile_verification_workspace.py,29.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\profile_verification_terminology_v2_payload\Bots\handlers\profile_verification_workspace.py,29.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\profile_verification_terminology_v2_payload\Bots\handlers\service_orders_workspace.py,79.0,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\profile_verification_terminology_v2_payload\Bots\handlers\service_orders_workspace.py,79.0,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\profile_verification_terminology_v2_payload\profile_verification_core.py,48.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\profile_verification_terminology_v2_payload\profile_verification_core.py,48.4,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\profile_verification_terminology_v2_payload\Bots\handlers\profile_verification_workspace.py,29.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\profile_verification_terminology_v2_payload\Bots\handlers\profile_verification_workspace.py,29.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\profile_verification_terminology_v2_payload\Bots\handlers\service_orders_workspace.py,79.0,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\profile_verification_terminology_v2_payload\Bots\handlers\service_orders_workspace.py,79.0,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_critical_codes_fix (1)\profile_verification_critical_codes_payload\Bots\handlers\profile_verification_workspace.py,29.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_critical_codes_fix (1)\profile_verification_critical_codes_payload\Bots\handlers\profile_verification_workspace.py,29.4,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_critical_codes_fix\profile_verification_critical_codes_payload\Bots\handlers\profile_verification_workspace.py,29.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_critical_codes_fix\profile_verification_critical_codes_payload\Bots\handlers\profile_verification_workspace.py,29.4,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_confirmation_ready_visibility_fix\profile_confirmation_button_ready_payload\Bots\handlers\profile_verification_workspace.py,29.6,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_confirmation_ready_visibility_fix\profile_confirmation_button_ready_payload\Bots\handlers\profile_verification_workspace.py,29.6,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_button_early_route_fix_v2\profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_profile_button_early_route_fix_v2\profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_profile_button_early_route_fix_v2\profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
