path,line,table,context
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,50,charges,3. UNPAID_CHARGES — начисления без оплаты
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,138,charges,"4. OVERALLOCATED_CHARGES — к начислению привязано больше, чем начислено"
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,144,payments,"5. PAYMENTS_WITHOUT_CHARGE — есть авто/квартира, но нет подходящего начисления"
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,153,payments,6. APARTMENT_LEVEL_PAYMENTS — оплата на квартиру без конкретного авто
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,162,payments,7. UNKNOWN_PAYMENTS — платежи без квартиры и без найденного авто
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,173,payments,"8. EMPTY_APARTMENT_PAYMENTS — платежи с пустой квартирой, но с vehicle_id"
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,180,payments,UNKNOWN_PAYMENTS: искать номер/плательщика и привязывать к квартире/авто.
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,181,payments,"APARTMENT_LEVEL_PAYMENTS: проверить, можно ли распределить на начисления квартиры."
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,182,payments,"PAYMENTS_WITHOUT_CHARGE: вероятно, создать недостающее начисление или сменить тип услуги."
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,183,charges,PARTIALLY_PAID_CHARGES: это реальные частичные оплаты или старые тарифы.
Data/exports/billing/billing_reconciliation_report_2026-05_2026-06_2026-06-19_16-15-39.txt,184,charges,OVERALLOCATED_CHARGES: проверить переплату или ошибочное распределение.
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,2,payments,OHORONA SHEET1 PAYMENTS APPLY
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,20,vehicles,6 | payment | 2026-05-30 | 138 | 138 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,25,vehicles,11 | payment | 2026-05-22 | 142 | 142 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,31,vehicles,17 | payment | 2026-06-04 | 133 | 133 | AI5787ET | AI5787ET | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,32,vehicles,18 | payment | 2026-06-04 | 134 | 134 | AM1317MT | AM1317MT | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,73,vehicles,row 6: apt=138 effective_apt=138 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,76,vehicles,row 11: apt=142 effective_apt=142 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,81,vehicles,row 17: apt=133 effective_apt=133 plate=AI5787ET->AI5787ET purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,82,vehicles,row 18: apt=134 effective_apt=134 plate=AM1317MT->AM1317MT purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,101,OHORONA,UNKNOWN PLATES FROM OHORONA
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,150,payments,payments_table: payments
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,151,payment_allocations,allocations_table: payment_allocations
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_apply_2026-06-19_13-39-16.txt,152,payments,inserted_payments: 30
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,2,payments,OHORONA SHEET1 PAYMENTS DRY RUN
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,20,vehicles,6 | 2026-05-30 | 138 | 138 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,25,vehicles,11 | 2026-05-22 | 142 | 142 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,31,vehicles,17 | 2026-06-04 | 133 | 133 | AI5787ET | AI5787ET | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,32,vehicles,18 | 2026-06-04 | 134 | 134 | AM1317MT | AM1317MT | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,60,vehicles,row 6: apt=138 effective_apt=138 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,63,vehicles,row 11: apt=142 effective_apt=142 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,69,vehicles,row 17: apt=133 effective_apt=133 plate=AI5787ET->AI5787ET purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-18_22-27-14.txt,70,vehicles,row 18: apt=134 effective_apt=134 plate=AM1317MT->AM1317MT purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,2,payments,OHORONA SHEET1 PAYMENTS DRY RUN
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,20,vehicles,6 | 2026-05-30 | 138 | 138 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,25,vehicles,11 | 2026-05-22 | 142 | 142 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,31,vehicles,17 | 2026-06-04 | 133 | 133 | AI5787ET | AI5787ET | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,32,vehicles,18 | 2026-06-04 | 134 | 134 | AM1317MT | AM1317MT | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,60,vehicles,row 6: apt=138 effective_apt=138 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,63,vehicles,row 11: apt=142 effective_apt=142 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,69,vehicles,row 17: apt=133 effective_apt=133 plate=AI5787ET->AI5787ET purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_10-25-19.txt,70,vehicles,row 18: apt=134 effective_apt=134 plate=AM1317MT->AM1317MT purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,2,payments,OHORONA SHEET1 PAYMENTS DRY RUN
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,20,vehicles,6 | payment | 2026-05-30 | 138 | 138 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,25,vehicles,11 | payment | 2026-05-22 | 142 | 142 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,31,vehicles,17 | payment | 2026-06-04 | 133 | 133 | AI5787ET | AI5787ET | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,32,vehicles,18 | payment | 2026-06-04 | 134 | 134 | AM1317MT | AM1317MT | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,60,vehicles,row 6: apt=138 effective_apt=138 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,63,vehicles,row 11: apt=142 effective_apt=142 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,69,vehicles,row 17: apt=133 effective_apt=133 plate=AI5787ET->AI5787ET purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,70,vehicles,row 18: apt=134 effective_apt=134 plate=AM1317MT->AM1317MT purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_11-38-22.txt,88,OHORONA,UNKNOWN PLATES FROM OHORONA
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,2,payments,OHORONA SHEET1 PAYMENTS DRY RUN
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,20,vehicles,6 | payment | 2026-05-30 | 138 | 138 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,25,vehicles,11 | payment | 2026-05-22 | 142 | 142 |  |  | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,31,vehicles,17 | payment | 2026-06-04 | 133 | 133 | AI5787ET | AI5787ET | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,32,vehicles,18 | payment | 2026-06-04 | 134 | 134 | AM1317MT | AM1317MT | П | 1000.0 |  | - | apartment_multiple_vehicles | no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,73,vehicles,row 6: apt=138 effective_apt=138 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,76,vehicles,row 11: apt=142 effective_apt=142 plate=-> purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,81,vehicles,row 17: apt=133 effective_apt=133 plate=AI5787ET->AI5787ET purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,82,vehicles,row 18: apt=134 effective_apt=134 plate=AM1317MT->AM1317MT purpose=П income=1000.0 cashbox= | parse=ok  | vehicle=apartment_multiple_vehicles | charge=no_charge_lookup
Data/exports/billing/ohorona_sheet1_payments_2026-05_2026-06_dry_run_2026-06-19_13-23-40.txt,101,OHORONA,UNKNOWN PLATES FROM OHORONA
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,8,charges,Charges   : charges
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,9,payments,Payments  : payments
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,10,payment_allocations,Allocations: payment_allocations
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,15,apartments,Apartments in statement : 72
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,16,charges,Charges total           : 74600
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,17,payments,Payments total          : 24150
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,18,payments,Allocated payments      : 8900
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,19,payments,Unallocated payments    : 15250
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,22,payments,Overpayments            : 9
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,168,payments,OVERPAYMENTS / UNALLOCATED PAYMENTS
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,191,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,195,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,199,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,203,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,207,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,211,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,216,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,220,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,224,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,228,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,232,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,234,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,238,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,243,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,247,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,251,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,256,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,258,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,262,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,266,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,272,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,276,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,278,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,282,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,286,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,290,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,294,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,298,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,302,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,306,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,310,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,315,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,320,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,325,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,329,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,332,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,336,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,339,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,344,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,346,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,350,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,355,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,359,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,361,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,365,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,370,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,374,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,380,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,382,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,386,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,388,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,393,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,397,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,400,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,405,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,407,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,411,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,415,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,417,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,421,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,425,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,427,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,432,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,438,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,440,payments,Payments:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,444,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,448,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,453,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,457,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,462,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,466,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,471,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,476,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,480,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,486,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,491,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,496,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,500,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,504,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,509,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,514,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,518,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,522,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,527,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,532,charges,Charges:
Data/exports/billing/parking_billing_statement_2026-05_2026-06_2026-06-19_14-58-20.txt,536,payments,Payments:
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-29-41.txt,2,charges,PARKING CHARGES APPLY REPORT
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-29-41.txt,53,charges,CHARGES TO CREATE
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-29-41.txt,156,charges,New charges count       : 95
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-29-41.txt,157,charges,Existing charges count  : 0
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-29-41.txt,158,vehicles,Skipped vehicles        : 35
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-37-17.txt,2,charges,PARKING CHARGES APPLY REPORT
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-37-17.txt,53,charges,CHARGES TO CREATE
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-37-17.txt,60,charges,EXISTING CHARGES — УЖЕ БЫЛИ СОЗДАНЫ РАНЕЕ
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-37-17.txt,163,charges,New charges count       : 0
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-37-17.txt,164,charges,Existing charges count  : 95
Data/exports/billing/parking_charges_2026-05_2026-06_apply_2026-06-18_18-37-17.txt,165,vehicles,Skipped vehicles        : 35
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-03.txt,2,charges,PARKING CHARGES DRY RUN
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-03.txt,53,charges,CHARGES TO CREATE
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-03.txt,156,charges,New charges count       : 95
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-03.txt,157,charges,Existing charges count  : 0
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-03.txt,158,vehicles,Skipped vehicles        : 35
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-39.txt,2,charges,PARKING CHARGES DRY RUN
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-39.txt,53,charges,CHARGES TO CREATE
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-39.txt,156,charges,New charges count       : 95
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-39.txt,157,charges,Existing charges count  : 0
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-00-39.txt,158,vehicles,Skipped vehicles        : 35
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-28-42.txt,2,charges,PARKING CHARGES DRY RUN
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-28-42.txt,53,charges,CHARGES TO CREATE
Data/exports/billing/parking_charges_2026-05_2026-06_dry_run_2026-06-18_18-28-42.txt,156,charges,New charges count       : 95
